Cód.,Município,População (Pessoas)
3520905,Ipaussu (SP),15069.0
3521002,Iperó (SP),37964.0
3521101,Ipeúna (SP),7687.0
3521150,Ipiguá (SP),5476.0
3521200,Iporanga (SP),4199.0
3521309,Ipuã (SP),16604.0
3521408,Iracemápolis (SP),24614.0
3521507,Irapuã (SP),8048.0
3521606,Irapuru (SP),8325.0
3521705,Itaberá (SP),17480.0
3521804,Itaí (SP),27382.0
3521903,Itajobi (SP),15297.0
3522000,Itaju (SP),3887.0
3522109,Itanhaém (SP),103102.0
3522158,Itaoca (SP),3330.0
3522208,Itapecerica da Serra (SP),177662.0
3522307,Itapetininga (SP),165526.0
3522406,Itapeva (SP),94804.0
3522505,Itapevi (SP),240961.0
3522604,Itapira (SP),75234.0
3522653,Itapirapuã Paulista (SP),4268.0
3522703,Itápolis (SP),43331.0
3522802,Itaporanga (SP),15173.0
3522901,Itapuí (SP),14147.0
3523008,Itapura (SP),4951.0
3523107,Itaquaquecetuba (SP),375011.0
3523206,Itararé (SP),50642.0
3523305,Itariri (SP),17598.0
3523404,Itatiba (SP),122581.0
3523503,Itatinga (SP),20921.0
3523602,Itirapina (SP),18387.0
3523701,Itirapuã (SP),6543.0
3523800,Itobi (SP),7852.0
3523909,Itu (SP),175568.0
3524006,Itupeva (SP),62813.0
3524105,Ituverava (SP),42045.0
3524204,Jaborandi (SP),6946.0
3524303,Jaboticabal (SP),77652.0
3524402,Jacareí (SP),235416.0
3524501,Jaci (SP),7196.0
3524600,Jacupiranga (SP),17889.0
3524709,Jaguariúna (SP),58722.0
3524808,Jales (SP),49201.0
3524907,Jambeiro (SP),6717.0
3525003,Jandira (SP),126356.0
3525102,Jardinópolis (SP),44970.0
3525201,Jarinu (SP),30617.0
3525300,Jaú (SP),151881.0
3525409,Jeriquara (SP),3151.0
3525508,Joanópolis (SP),13338.0
3525607,João Ramalho (SP),4551.0
3525706,José Bonifácio (SP),37366.0
3525805,Júlio Mesquita (SP),4800.0
3525854,Jumirim (SP),3418.0
3525904,Jundiaí (SP),423006.0
3526001,Junqueirópolis (SP),20831.0
3526100,Juquiá (SP),18718.0
3526209,Juquitiba (SP),31646.0
3526308,Lagoinha (SP),4889.0
3526407,Laranjal Paulista (SP),28785.0
3526506,Lavínia (SP),12285.0
3526605,Lavrinhas (SP),7311.0
3526704,Leme (SP),104346.0
3526803,Lençóis Paulista (SP),68990.0
3526902,Limeira (SP),308482.0
3527009,Lindóia (SP),8092.0
3527108,Lins (SP),78503.0
3527207,Lorena (SP),89125.0
3527256,Lourdes (SP),2300.0
3527306,Louveira (SP),49993.0
3527405,Lucélia (SP),21886.0
3527504,Lucianópolis (SP),2403.0
3527603,Luís Antônio (SP),15292.0
3527702,Luiziânia (SP),5855.0
3527801,Lupércio (SP),4596.0
3527900,Lutécia (SP),2636.0
3528007,Macatuba (SP),17214.0
3528106,Macaubal (SP),8147.0
3528205,Macedônia (SP),3692.0
3528304,Magda (SP),3102.0
3528403,Mairinque (SP),47441.0
3528502,Mairiporã (SP),101937.0
3528601,Manduri (SP),9910.0
3528700,Marabá Paulista (SP),5948.0
3528809,Maracaí (SP),14036.0
3528858,Marapoama (SP),3064.0
3528908,Mariápolis (SP),4091.0
3529005,Marília (SP),240590.0
3529104,Marinópolis (SP),2106.0
3529203,Martinópolis (SP),26628.0
3529302,Matão (SP),83626.0
3529401,Mauá (SP),477552.0
3529500,Mendonça (SP),5565.0
3529609,Meridiano (SP),3824.0
3529658,Mesópolis (SP),1905.0
3529708,Miguelópolis (SP),22355.0
3529807,Mineiros do Tietê (SP),12966.0
3529906,Miracatu (SP),19643.0
3530003,Mira Estrela (SP),3106.0
3530102,Mirandópolis (SP),29706.0
3530201,Mirante do Paranapanema (SP),18338.0
3530300,Mirassol (SP),60303.0
3530409,Mirassolândia (SP),4919.0
3530508,Mococa (SP),68980.0
3530607,Mogi das Cruzes (SP),450785.0
3530706,Mogi Guaçu (SP),153033.0
3530805,Mogi Mirim (SP),93650.0
3530904,Mombuca (SP),3508.0
3531001,Monções (SP),2267.0
3531100,Mongaguá (SP),57648.0
3531209,Monte Alegre do Sul (SP),8111.0
3531308,Monte Alto (SP),50772.0
3531407,Monte Aprazível (SP),25373.0
3531506,Monte Azul Paulista (SP),18968.0
3531605,Monte Castelo (SP),4166.0
3531704,Monteiro Lobato (SP),4696.0
3531803,Monte Mor (SP),60754.0
3531902,Morro Agudo (SP),33288.0
3532009,Morungaba (SP),13781.0
3532058,Motuca (SP),4795.0
3532108,Murutinga do Sul (SP),4506.0
3532157,Nantes (SP),3179.0
3532207,Narandiba (SP),4904.0
3532306,Natividade da Serra (SP),6642.0
3532405,Nazaré Paulista (SP),18698.0
3532504,Neves Paulista (SP),8923.0
3532603,Nhandeara (SP),11527.0
3532702,Nipoã (SP),5298.0
3532801,Nova Aliança (SP),7068.0
3532827,Nova Campina (SP),9860.0
3532843,Nova Canaã Paulista (SP),1852.0
3532868,Nova Castilho (SP),1278.0
3532900,Nova Europa (SP),11355.0
3533007,Nova Granada (SP),21689.0
3533106,Nova Guataporanga (SP),2325.0
3533205,Nova Independência (SP),4053.0
3533254,Novais (SP),5945.0
3533304,Nova Luzitânia (SP),4160.0
3533403,Nova Odessa (SP),60956.0
3533502,Novo Horizonte (SP),41414.0
3533601,Nuporanga (SP),7478.0
3533700,Ocauçu (SP),4291.0
3533809,Óleo (SP),2471.0
3533908,Olímpia (SP),55130.0
3534005,Onda Verde (SP),4422.0
3534104,Oriente (SP),6542.0
3534203,Orindiúva (SP),7194.0
3534302,Orlândia (SP),44360.0
3534401,Osasco (SP),699944.0
3534500,Oscar Bressane (SP),2603.0
3534609,Osvaldo Cruz (SP),33000.0
3534708,Ourinhos (SP),114352.0
3534757,Ouroeste (SP),10539.0
3534807,Ouro Verde (SP),8620.0
3534906,Pacaembu (SP),14263.0
3535002,Palestina (SP),13123.0
3535101,Palmares Paulista (SP),13486.0
3535200,Palmeira d'Oeste (SP),9227.0
3535309,Palmital (SP),22272.0
3535408,Panorama (SP),15862.0
3535507,Paraguaçu Paulista (SP),45945.0
3535606,Paraibuna (SP),18263.0
3535705,Paraíso (SP),6496.0
3535804,Paranapanema (SP),20395.0
3535903,Paranapuã (SP),4095.0
3536000,Parapuã (SP),10949.0
3536109,Pardinho (SP),6508.0
3536208,Pariquera-Açu (SP),19723.0
3536257,Parisi (SP),2169.0
3536307,Patrocínio Paulista (SP),14807.0
3536406,Paulicéia (SP),7454.0
3536505,Paulínia (SP),112003.0
3536570,Paulistânia (SP),1834.0
3536604,Paulo de Faria (SP),8959.0
3536703,Pederneiras (SP),47111.0
3536802,Pedra Bela (SP),6110.0
3536901,Pedranópolis (SP),2481.0
3537008,Pedregulho (SP),16811.0
3537107,Pedreira (SP),48463.0
3537156,Pedrinhas Paulista (SP),3101.0
3537206,Pedro de Toledo (SP),11421.0
3537305,Penápolis (SP),63757.0
3537404,Pereira Barreto (SP),25677.0
3537503,Pereiras (SP),8773.0
3537602,Peruíbe (SP),69001.0
3537701,Piacatu (SP),6038.0
3537800,Piedade (SP),55542.0
3537909,Pilar do Sul (SP),29402.0
3538006,Pindamonhangaba (SP),170132.0
3538105,Pindorama (SP),17216.0
3538204,Pinhalzinho (SP),15388.0
3538303,Piquerobi (SP),3699.0
3538501,Piquete (SP),13575.0
3538600,Piracaia (SP),27462.0
3538709,Piracicaba (SP),407252.0
3538808,Piraju (SP),29869.0
3538907,Pirajuí (SP),25719.0
3539004,Pirangi (SP),11471.0
3539103,Pirapora do Bom Jesus (SP),19178.0
3539202,Pirapozinho (SP),27754.0
3539301,Pirassununga (SP),76877.0
3539400,Piratininga (SP),13765.0
3539509,Pitangueiras (SP),40080.0
3539608,Planalto (SP),5304.0
3539707,Platina (SP),3578.0
3539806,Poá (SP),118349.0
3539905,Poloni (SP),6113.0
3540002,Pompéia (SP),22172.0
3540101,Pongaí (SP),3400.0
3540200,Pontal (SP),50852.0
3540259,Pontalinda (SP),4674.0
3540309,Pontes Gestal (SP),2577.0
3540408,Populina (SP),4152.0
3540507,Porangaba (SP),10067.0
3540606,Porto Feliz (SP),53402.0
3540705,Porto Ferreira (SP),56504.0
3540754,Potim (SP),25130.0
3540804,Potirendaba (SP),17516.0
3540853,Pracinha (SP),4212.0
3540903,Pradópolis (SP),21873.0
3541000,Praia Grande (SP),330845.0
3541059,Pratânia (SP),5317.0
3541109,Presidente Alves (SP),4080.0
3541208,Presidente Bernardes (SP),13023.0
3541307,Presidente Epitácio (SP),44389.0
3541406,Presidente Prudente (SP),230371.0
3541505,Presidente Venceslau (SP),39583.0
3541604,Promissão (SP),40828.0
3541653,Quadra (SP),3854.0
3541703,Quatá (SP),14210.0
3541802,Queiroz (SP),3460.0
3541901,Queluz (SP),13606.0
3542008,Quintana (SP),6688.0
3542107,Rafard (SP),9101.0
3542206,Rancharia (SP),29726.0
3542305,Redenção da Serra (SP),3839.0
3542404,Regente Feijó (SP),20394.0
3542503,Reginópolis (SP),9837.0
3542602,Registro (SP),56393.0
3542701,Restinga (SP),7679.0
3542800,Ribeira (SP),3330.0
3542909,Ribeirão Bonito (SP),13299.0
3543006,Ribeirão Branco (SP),16211.0
3543105,Ribeirão Corrente (SP),4752.0
3543204,Ribeirão do Sul (SP),4539.0
3543238,Ribeirão dos Índios (SP),2224.0
3543253,Ribeirão Grande (SP),7679.0
3543303,Ribeirão Pires (SP),124159.0
3543402,Ribeirão Preto (SP),711825.0
3543501,Riversul (SP),5443.0
3543600,Rifaina (SP),3640.0
3543709,Rincão (SP),10812.0
3543808,Rinópolis (SP),9961.0
3543907,Rio Claro (SP),208008.0
3544004,Rio das Pedras (SP),35738.0
3544103,Rio Grande da Serra (SP),51436.0
3544202,Riolândia (SP),12689.0
3544251,Rosana (SP),16281.0
3544301,Roseira (SP),10801.0
3544400,Rubiácea (SP),3162.0
3544509,Rubinéia (SP),3170.0
3544608,Sabino (SP),5614.0
3544707,Sagres (SP),2430.0
3544806,Sales (SP),6407.0
3544905,Sales Oliveira (SP),11998.0
3545001,Salesópolis (SP),17252.0
3545100,Salmourão (SP),5337.0
3545159,Saltinho (SP),8393.0
3545209,Salto (SP),119736.0
3545308,Salto de Pirapora (SP),45860.0
3545407,Salto Grande (SP),9364.0
3545506,Sandovalina (SP),4354.0
3545605,Santa Adélia (SP),15561.0
3545704,Santa Albertina (SP),6022.0
3545803,Santa Bárbara d'Oeste (SP),194390.0
3546009,Santa Branca (SP),14857.0
3546108,Santa Clara d'Oeste (SP),2113.0
3546207,Santa Cruz da Conceição (SP),4544.0
3546256,Santa Cruz da Esperança (SP),2153.0
3546306,Santa Cruz das Palmeiras (SP),34737.0
3546405,Santa Cruz do Rio Pardo (SP),47943.0
3546504,Santa Ernestina (SP),5588.0
3546603,Santa Fé do Sul (SP),32563.0
3546702,Santa Gertrudes (SP),27381.0
3546801,Santa Isabel (SP),57966.0
3546900,Santa Lúcia (SP),8854.0
3547007,Santa Maria da Serra (SP),6236.0
3547106,Santa Mercedes (SP),2943.0
3547205,Santana da Ponte Pensa (SP),1467.0
3547304,Santana de Parnaíba (SP),142301.0
3547403,Santa Rita d'Oeste (SP),2487.0
3547502,Santa Rita do Passa Quatro (SP),27600.0
3547601,Santa Rosa de Viterbo (SP),26753.0
3547650,Santa Salete (SP),1552.0
3547700,Santo Anastácio (SP),20866.0
3547809,Santo André (SP),721368.0
3547908,Santo Antônio da Alegria (SP),6977.0
3548005,Santo Antônio de Posse (SP),23529.0
3548054,Santo Antônio do Aracanguá (SP),8481.0
3548104,Santo Antônio do Jardim (SP),5940.0
3548203,Santo Antônio do Pinhal (SP),6827.0
3548302,Santo Expedito (SP),3135.0
3548401,Santópolis do Aguapeí (SP),4817.0
3548500,Santos (SP),433656.0
3548609,São Bento do Sapucaí (SP),10893.0
3548708,São Bernardo do Campo (SP),844483.0
3548807,São Caetano do Sul (SP),161957.0
3548906,São Carlos (SP),254484.0
3549003,São Francisco (SP),2817.0
3549102,São João da Boa Vista (SP),91771.0
3549201,São João das Duas Pontes (SP),2561.0
3549250,São João de Iracema (SP),1932.0
3549300,São João do Pau d'Alho (SP),2100.0
3549409,São Joaquim da Barra (SP),52319.0
3549508,São José da Bela Vista (SP),8960.0
3549607,São José do Barreiro (SP),4144.0
3549706,São José do Rio Pardo (SP),55124.0
3549805,São José do Rio Preto (SP),464983.0
3549904,São José dos Campos (SP),729737.0
3549953,São Lourenço da Serra (SP),15978.0
3550001,São Luiz do Paraitinga (SP),10690.0
3550100,São Manuel (SP),41123.0
3550209,São Miguel Arcanjo (SP),33002.0
3550308,São Paulo (SP),12325232.0
3550407,São Pedro (SP),35980.0
3550506,São Pedro do Turvo (SP),7696.0
3550605,São Roque (SP),92060.0
3550704,São Sebastião (SP),90328.0
3550803,São Sebastião da Grama (SP),12159.0
3550902,São Simão (SP),15385.0
3551009,São Vicente (SP),368355.0
3551108,Sarapuí (SP),10390.0
3551207,Sarutaiá (SP),3630.0
3551306,Sebastianópolis do Sul (SP),3554.0
3551405,Serra Azul (SP),14981.0
3551504,Serrana (SP),45644.0
3551603,Serra Negra (SP),29452.0
3551702,Sertãozinho (SP),127142.0
3551801,Sete Barras (SP),12780.0
3551900,Severínia (SP),17661.0
3552007,Silveiras (SP),6339.0
3552106,Socorro (SP),41352.0
3552205,Sorocaba (SP),687357.0
3552304,Sud Mennucci (SP),7728.0
3552403,Sumaré (SP),286211.0
3552502,Suzano (SP),300559.0
3552551,Suzanápolis (SP),4014.0
3552601,Tabapuã (SP),12485.0
3552700,Tabatinga (SP),16644.0
3552809,Taboão da Serra (SP),293652.0
3552908,Taciba (SP),6329.0
3553005,Taguaí (SP),14141.0
3553104,Taiaçu (SP),6320.0
3553203,Taiúva (SP),5564.0
3553302,Tambaú (SP),23232.0
3553401,Tanabi (SP),26101.0
3553500,Tapiraí (SP),7766.0
3553609,Tapiratiba (SP),12950.0
3553658,Taquaral (SP),2813.0
3553708,Taquaritinga (SP),57364.0
3553807,Taquarituba (SP),23256.0
3553856,Taquarivaí (SP),5911.0
3553906,Tarabai (SP),7540.0
3553955,Tarumã (SP),15183.0
3554003,Tatuí (SP),122967.0
3554102,Taubaté (SP),317915.0
3554201,Tejupá (SP),4491.0
3554300,Teodoro Sampaio (SP),23273.0
3554409,Terra Roxa (SP),9437.0
3554508,Tietê (SP),42517.0
3554607,Timburi (SP),2652.0
3554656,Torre de Pedra (SP),2422.0
3554706,Torrinha (SP),10056.0
3554755,Trabiju (SP),1738.0
3554805,Tremembé (SP),47714.0
3554904,Três Fronteiras (SP),5832.0
3554953,Tuiuti (SP),6977.0
3555000,Tupã (SP),65570.0
3555109,Tupi Paulista (SP),15583.0
3555208,Turiúba (SP),2020.0
3555307,Turmalina (SP),1696.0
3555356,Ubarana (SP),6400.0
3555406,Ubatuba (SP),91824.0
3555505,Ubirajara (SP),4804.0
3555604,Uchoa (SP),10151.0
3555703,União Paulista (SP),1865.0
3555802,Urânia (SP),9120.0
3555901,Uru (SP),1153.0
3556008,Urupês (SP),13888.0
3556107,Valentim Gentil (SP),13532.0
3556206,Valinhos (SP),131210.0
3556305,Valparaíso (SP),26822.0
3556354,Vargem (SP),10692.0
3556404,Vargem Grande do Sul (SP),43110.0
3556453,Vargem Grande Paulista (SP),53468.0
3556503,Várzea Paulista (SP),123071.0
3556602,Vera Cruz (SP),10823.0
3556701,Vinhedo (SP),80111.0
3556800,Viradouro (SP),19017.0
3556909,Vista Alegre do Alto (SP),8989.0
3556958,Vitória Brasil (SP),1846.0
3557006,Votorantim (SP),123599.0
3557105,Votuporanga (SP),95338.0
3557154,Zacarias (SP),2752.0
3557204,Chavantes (SP),12418.0
3557303,Estiva Gerbi (SP),11407.0
4100103,Abatiá (PR),7408.0
4100202,Adrianópolis (PR),5857.0
4100301,Agudos do Sul (PR),9470.0
4100400,Almirante Tamandaré (PR),120041.0
4100459,Altamira do Paraná (PR),1682.0
4100509,Altônia (PR),22176.0
4100608,Alto Paraná (PR),14859.0
4100707,Alto Piquiri (PR),9778.0
4100806,Alvorada do Sul (PR),11503.0
4100905,Amaporã (PR),6332.0
4101002,Ampére (PR),19311.0
4101051,Anahy (PR),2788.0
4101101,Andirá (PR),19926.0
4101150,Ângulo (PR),2930.0
4101200,Antonina (PR),18949.0
4101309,Antônio Olinto (PR),7427.0
4101408,Apucarana (PR),136234.0
4101507,Arapongas (PR),124810.0
4101606,Arapoti (PR),28300.0
4101655,Arapuã (PR),3009.0
4101705,Araruna (PR),14000.0
4101804,Araucária (PR),146214.0
4101853,Ariranha do Ivaí (PR),2066.0
4101903,Assaí (PR),14954.0
4102000,Assis Chateaubriand (PR),33340.0
4102109,Astorga (PR),26209.0
4102208,Atalaia (PR),3881.0
4102307,Balsa Nova (PR),13092.0
4102406,Bandeirantes (PR),31211.0
4102505,Barbosa Ferraz (PR),11426.0
4102604,Barracão (PR),10312.0
4102703,Barra do Jacaré (PR),2781.0
4102752,Bela Vista da Caroba (PR),3457.0
4102802,Bela Vista do Paraíso (PR),15399.0
4102901,Bituruna (PR),16400.0
4103008,Boa Esperança (PR),4047.0
4103024,Boa Esperança do Iguaçu (PR),2470.0
4103040,Boa Ventura de São Roque (PR),6365.0
4103057,Boa Vista da Aparecida (PR),7540.0
4103107,Bocaiúva do Sul (PR),13129.0
4103156,Bom Jesus do Sul (PR),3506.0
4103206,Bom Sucesso (PR),7068.0
4103222,Bom Sucesso do Sul (PR),3254.0
4103305,Borrazópolis (PR),6439.0
4103354,Braganey (PR),5382.0
4103370,Brasilândia do Sul (PR),2585.0
4103404,Cafeara (PR),2954.0
4103453,Cafelândia (PR),18456.0
4103479,Cafezal do Sul (PR),4009.0
4103503,Califórnia (PR),8606.0
4103602,Cambará (PR),25466.0
4103701,Cambé (PR),107341.0
4103800,Cambira (PR),7917.0
4103909,Campina da Lagoa (PR),14043.0
4103958,Campina do Simão (PR),3859.0
4104006,Campina Grande do Sul (PR),43685.0
4104055,Campo Bonito (PR),3763.0
4104105,Campo do Tenente (PR),8045.0
4104204,Campo Largo (PR),133865.0
4104253,Campo Magro (PR),29740.0
4104303,Campo Mourão (PR),95488.0
4104402,Cândido de Abreu (PR),14809.0
4104428,Candói (PR),16053.0
4104451,Cantagalo (PR),13329.0
4104501,Capanema (PR),19148.0
4104600,Capitão Leônidas Marques (PR),15834.0
4104659,Carambeí (PR),23825.0
4104709,Carlópolis (PR),14356.0
4104808,Cascavel (PR),332333.0
4104907,Castro (PR),71809.0
4105003,Catanduvas (PR),10167.0
4105102,Centenário do Sul (PR),10764.0
4105201,Cerro Azul (PR),17833.0
4105300,Céu Azul (PR),11819.0
4105409,Chopinzinho (PR),19167.0
4105508,Cianorte (PR),83816.0
4105607,Cidade Gaúcha (PR),12797.0
4105706,Clevelândia (PR),16450.0
4105805,Colombo (PR),246540.0
4105904,Colorado (PR),24145.0
4106001,Congonhinhas (PR),8857.0
4106100,Conselheiro Mairinck (PR),3876.0
4106209,Contenda (PR),18837.0
4106308,Corbélia (PR),17117.0
4106407,Cornélio Procópio (PR),47842.0
4106456,Coronel Domingos Soares (PR),7518.0
4106506,Coronel Vivida (PR),20580.0
4106555,Corumbataí do Sul (PR),3127.0
4106571,Cruzeiro do Iguaçu (PR),4240.0
4106605,Cruzeiro do Oeste (PR),20947.0
4106704,Cruzeiro do Sul (PR),4449.0
4106803,Cruz Machado (PR),18741.0
4106852,Cruzmaltina (PR),2921.0
4106902,Curitiba (PR),1948626.0
4107009,Curiúva (PR),15196.0
4107108,Diamante do Norte (PR),5030.0
4107124,Diamante do Sul (PR),3424.0
4107157,Diamante D'Oeste (PR),5266.0
4107207,Dois Vizinhos (PR),41038.0
4107256,Douradina (PR),8869.0
4107306,Doutor Camargo (PR),5983.0
4107405,Enéas Marques (PR),5933.0
4107504,Engenheiro Beltrão (PR),13981.0
4107520,Esperança Nova (PR),1665.0
4107538,Entre Rios do Oeste (PR),4596.0
4107546,Espigão Alto do Iguaçu (PR),4048.0
4107553,Farol (PR),3041.0
4107603,Faxinal (PR),17316.0
4107652,Fazenda Rio Grande (PR),102004.0
4107702,Fênix (PR),4748.0
4107736,Fernandes Pinheiro (PR),5602.0
4107751,Figueira (PR),7696.0
4107801,Floraí (PR),4906.0
4107850,Flor da Serra do Sul (PR),4603.0
4107900,Floresta (PR),6851.0
4108007,Florestópolis (PR),10453.0
4108106,Flórida (PR),2699.0
4108205,Formosa do Oeste (PR),6460.0
4108304,Foz do Iguaçu (PR),258248.0
4108320,Francisco Alves (PR),5993.0
4108403,Francisco Beltrão (PR),92216.0
4108452,Foz do Jordão (PR),4556.0
4108502,General Carneiro (PR),13685.0
4108551,Godoy Moreira (PR),2898.0
4108601,Goioerê (PR),28808.0
4108650,Goioxim (PR),7053.0
4108700,Grandes Rios (PR),5497.0
4108809,Guaíra (PR),33310.0
4108908,Guairaçá (PR),6609.0
4108957,Guamiranga (PR),8811.0
4109005,Guapirama (PR),3784.0
4109104,Guaporema (PR),2241.0
4109203,Guaraci (PR),5530.0
4109302,Guaraniaçu (PR),12217.0
4109401,Guarapuava (PR),182644.0
4109500,Guaraqueçaba (PR),7594.0
4109609,Guaratuba (PR),37527.0
4109658,Honório Serpa (PR),5119.0
4109708,Ibaiti (PR),31644.0
4109757,Ibema (PR),6370.0
4109807,Ibiporã (PR),55131.0
4109906,Icaraíma (PR),7786.0
4110003,Iguaraçu (PR),4440.0
4110052,Iguatu (PR),2253.0
4110078,Imbaú (PR),13282.0
4110102,Imbituva (PR),32940.0
4110201,Inácio Martins (PR),11121.0
4110300,Inajá (PR),3116.0
4110409,Indianópolis (PR),4465.0
4110508,Ipiranga (PR),15251.0
4110607,Iporã (PR),13782.0
4110656,Iracema do Oeste (PR),2251.0
4110706,Irati (PR),61088.0
4110805,Iretama (PR),10098.0
4110904,Itaguajé (PR),4446.0
4110953,Itaipulândia (PR),11385.0
4111001,Itambaracá (PR),6549.0
4111100,Itambé (PR),6109.0
4111209,Itapejara d'Oeste (PR),12094.0
4111258,Itaperuçu (PR),29070.0
4111308,Itaúna do Sul (PR),2781.0
4111407,Ivaí (PR),13965.0
4111506,Ivaiporã (PR),31935.0
4111555,Ivaté (PR),8240.0
4111605,Ivatuba (PR),3279.0
4111704,Jaboti (PR),5303.0
4111803,Jacarezinho (PR),39322.0
4111902,Jaguapitã (PR),13742.0
4112009,Jaguariaíva (PR),35027.0
4112108,Jandaia do Sul (PR),21230.0
4112207,Janiópolis (PR),5095.0
4112306,Japira (PR),4930.0
4112405,Japurá (PR),9500.0
4112504,Jardim Alegre (PR),11196.0
4112603,Jardim Olinda (PR),1320.0
4112702,Jataizinho (PR),12638.0
4112751,Jesuítas (PR),8330.0
4112801,Joaquim Távora (PR),12009.0
4112900,Jundiaí do Sul (PR),3269.0
4112959,Juranda (PR),7292.0
4113007,Jussara (PR),7041.0
4113106,Kaloré (PR),4047.0
4113205,Lapa (PR),48410.0
4113254,Laranjal (PR),5784.0
4113304,Laranjeiras do Sul (PR),32139.0
4113403,Leópolis (PR),3925.0
4113429,Lidianópolis (PR),3231.0
4113452,Lindoeste (PR),4592.0
4113502,Loanda (PR),23242.0
4113601,Lobato (PR),4819.0
4113700,Londrina (PR),575377.0
4113734,Luiziana (PR),7240.0
4113759,Lunardelli (PR),4744.0
4113809,Lupionópolis (PR),4945.0
4113908,Mallet (PR),13663.0
4114005,Mamborê (PR),13014.0
4114104,Mandaguaçu (PR),23100.0
4114203,Mandaguari (PR),34515.0
4114302,Mandirituba (PR),27315.0
4114351,Manfrinópolis (PR),2506.0
4114401,Mangueirinha (PR),16642.0
4114500,Manoel Ribas (PR),13510.0
4114609,Marechal Cândido Rondon (PR),53495.0
4114708,Maria Helena (PR),5634.0
4114807,Marialva (PR),35804.0
4114906,Marilândia do Sul (PR),8814.0
4115002,Marilena (PR),7084.0
4115101,Mariluz (PR),10336.0
4115200,Maringá (PR),430157.0
4115309,Mariópolis (PR),6632.0
4115358,Maripá (PR),5582.0
4115408,Marmeleiro (PR),14387.0
4115457,Marquinho (PR),4340.0
4115507,Marumbi (PR),4677.0
4115606,Matelândia (PR),18107.0
4115705,Matinhos (PR),35219.0
4115739,Mato Rico (PR),3206.0
4115754,Mauá da Serra (PR),10800.0
4115804,Medianeira (PR),46574.0
4115853,Mercedes (PR),5577.0
4115903,Mirador (PR),2196.0
4116000,Miraselva (PR),1796.0
4116059,Missal (PR),10704.0
4116109,Moreira Sales (PR),12042.0
4116208,Morretes (PR),16446.0
4116307,Munhoz de Melo (PR),4009.0
4116406,Nossa Senhora das Graças (PR),4008.0
4116505,Nova Aliança do Ivaí (PR),1551.0
